split,sample_id,true_class,model,family,representation,fall_score,predicted_class,below_operating_threshold,operating_threshold_far012,rank_among_falls_desc
val,105,fall,ST1_macroF1,ST1_beta3p0,lenet,0.15577,walk,True,0.190872,29
val,105,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.11127,walk,True,0.153511,21
val,105,fall,VD_seed42,variantD,lenet,0.512801,fall,True,0.99924,13
val,105,fall,VD_seed43,variantD,lenet,0.35615,lie down,True,0.994964,18
val,106,fall,AFAC_maxscore,AFAC_optionB,lenet,0.196943,fall,True,0.200578,27
val,106,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.124508,run,True,0.143261,26
val,106,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.041613,lie down,True,0.543669,42
val,106,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.104132,walk,True,0.293561,32
val,106,fall,BLF_safety,BiLSTM_finetune,bilstm,0.050487,lie down,True,0.227623,39
val,106,fall,G1_maxrec_s42,G1_hardneg,lenet,0.237503,fall,True,0.306177,25
val,106,fall,G1_safety_s44,G1_hardneg,lenet,0.301044,fall,True,0.314376,24
val,106,fall,GR1_macroF1,GR1_gairat,lenet,0.148867,lie down,True,0.201419,26
val,106,fall,SA1_safety,SA1_sat,lenet,0.30509,fall,True,0.310699,17
val,106,fall,ST1_lowFA,ST1_beta3p0,lenet,0.095393,lie down,True,0.157616,34
val,106,fall,ST1_safety,ST1_beta3p0,lenet,0.41508,fall,True,0.422517,14
val,106,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.111616,pickup,True,0.153511,20
val,106,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.246307,lie down,True,0.289528,24
val,106,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.306724,fall,True,0.393386,28
val,106,fall,VD_seed42,variantD,lenet,0.44679,fall,True,0.99924,19
val,106,fall,VD_seed43,variantD,lenet,0.245203,fall,True,0.994964,26
val,107,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.213841,pickup,True,0.543669,3
val,107,fall,G1_maxrec_s42,G1_hardneg,lenet,0.281833,fall,True,0.306177,18
val,107,fall,GR1_safety,GR1_gairat,lenet,0.347822,fall,True,0.36618,18
val,107,fall,SA1_safety,SA1_sat,lenet,0.306213,fall,True,0.310699,16
val,107,fall,ST1_safety,ST1_beta3p0,lenet,0.387084,fall,True,0.422517,19
val,107,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.384769,fall,True,0.393386,20
val,107,fall,VD_seed42,variantD,lenet,0.582354,fall,True,0.99924,8
val,107,fall,VD_seed43,variantD,lenet,0.500981,fall,True,0.994964,10
val,108,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.199468,fall,True,0.543669,5
val,108,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.280598,fall,True,0.293561,2
val,108,fall,BLF_safety,BiLSTM_finetune,bilstm,0.178065,walk,True,0.227623,6
val,108,fall,G1_maxrec_s42,G1_hardneg,lenet,0.298638,fall,True,0.306177,15
val,108,fall,GR1_safety,GR1_gairat,lenet,0.293253,fall,True,0.36618,26
val,108,fall,SA1_safety,SA1_sat,lenet,0.290872,fall,True,0.310699,20
val,108,fall,VD_seed42,variantD,lenet,0.425436,stand up,True,0.99924,21
val,108,fall,VD_seed43,variantD,lenet,0.450301,fall,True,0.994964,12
val,109,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.125025,stand up,True,0.143261,25
val,109,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.065674,lie down,True,0.543669,34
val,109,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.101047,walk,True,0.293561,34
val,109,fall,BLF_safety,BiLSTM_finetune,bilstm,0.054029,lie down,True,0.227623,38
val,109,fall,D14B_seed43,D14_pauc_rank,lenet,0.183815,walk,True,0.200217,28
val,109,fall,D14B_seed44,D14_pauc_rank,lenet,0.178691,walk,True,0.191555,28
val,109,fall,G1_lowFA_s42,G1_hardneg,lenet,0.086986,lie down,True,0.144991,31
val,109,fall,G1_maxrec_s42,G1_hardneg,lenet,0.194074,fall,True,0.306177,34
val,109,fall,G1_safety_s44,G1_hardneg,lenet,0.232495,fall,True,0.314376,28
val,109,fall,GR1_lowFA,GR1_gairat,lenet,0.087526,stand up,True,0.187872,32
val,109,fall,GR1_macroF1,GR1_gairat,lenet,0.075734,walk,True,0.201419,38
val,109,fall,GR1_safety,GR1_gairat,lenet,0.173841,stand up,True,0.36618,38
val,109,fall,SA1_macroF1,SA1_sat,lenet,0.198966,fall,True,0.259205,25
val,109,fall,SA1_safety,SA1_sat,lenet,0.24593,fall,True,0.310699,27
val,109,fall,ST1_lowFA,ST1_beta3p0,lenet,0.103003,stand up,True,0.157616,31
val,109,fall,ST1_macroF1,ST1_beta3p0,lenet,0.16794,stand up,True,0.190872,26
val,109,fall,ST1_safety,ST1_beta3p0,lenet,0.310187,fall,True,0.422517,31
val,109,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.068311,stand up,True,0.153511,31
val,109,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.15915,lie down,True,0.289528,34
val,109,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.183398,stand up,True,0.393386,41
val,109,fall,VD_seed42,variantD,lenet,0.195165,stand up,True,0.99924,32
val,109,fall,VD_seed43,variantD,lenet,0.195105,stand up,True,0.994964,33
