kind,sample_id,true_class,n_models_hard,n_families_hard,models_hard,families_hard,mean_fall_score_all_models,max_fall_score_all_models,min_fall_score_all_models,interpretation
hard_nonfall,262,run,2,2,SA1_macroF1;BLF_safety,BiLSTM_finetune;SA1_sat,0.231323,0.850426,0.050279,model_specific
hard_nonfall,346,stand up,2,2,SA1_lowFA;ST1b6_macroF1,SA1_sat;ST1b6_beta6p0,0.219989,0.97129,0.039267,model_specific
hard_nonfall,377,walk,2,2,GR1_safety;ST1_macroF1,GR1_gairat;ST1_beta3p0,0.246404,0.912893,0.029815,model_specific
hard_nonfall,400,walk,2,2,GR1_safety;BLF_maxrec,BiLSTM_finetune;GR1_gairat,0.145923,0.788193,0.006616,model_specific
hard_nonfall,401,walk,2,2,ST1_safety;ST1b6_safety,ST1_beta3p0;ST1b6_beta6p0,0.161497,0.814397,0.002104,model_specific
hard_nonfall,452,walk,2,2,D14B_seed43;G1_maxrec_s42,D14_pauc_rank;G1_hardneg,0.24508,0.970465,0.036551,model_specific
hard_nonfall,127,pickup,3,1,BLF_macroF1;BLF_maxrec;BLF_safety,BiLSTM_finetune,0.148082,0.871422,0.013037,model_specific
hard_nonfall,30,lie down,2,1,BLF_maxrec;BLF_safety,BiLSTM_finetune,0.093096,0.812838,1.8e-05,model_specific
hard_nonfall,216,run,2,1,BLF_maxrec;BLF_safety,BiLSTM_finetune,0.20152,0.818922,0.022989,model_specific
hard_nonfall,259,run,2,1,BLF_maxrec;BLF_safety,BiLSTM_finetune,0.225125,0.843238,0.029308,model_specific
hard_nonfall,350,walk,2,1,BLF_maxrec;BLF_safety,BiLSTM_finetune,0.183318,0.567235,0.018354,model_specific
hard_nonfall,17,lie down,1,1,AFAC_maxscore,AFAC_optionB,0.079492,0.479372,0.00044,model_specific
hard_nonfall,38,lie down,1,1,BLF_safety,BiLSTM_finetune,0.040513,0.266487,0.000108,model_specific
hard_nonfall,39,lie down,1,1,BLF_maxrec,BiLSTM_finetune,0.055843,0.560491,5.8e-05,model_specific
hard_nonfall,50,lie down,1,1,AFAC_optBminFA,AFAC_optionB,0.12914,0.292462,0.024249,model_specific
hard_nonfall,65,lie down,1,1,SA1_safety,SA1_sat,0.115756,0.442478,0.01927,model_specific
hard_nonfall,117,pickup,1,1,BLF_safety,BiLSTM_finetune,0.055218,0.232745,0.00074,model_specific
hard_nonfall,133,pickup,1,1,BLF_safety,BiLSTM_finetune,0.079597,0.484893,0.003003,model_specific
hard_nonfall,141,pickup,1,1,BLF_safety,BiLSTM_finetune,0.050603,0.259529,0.00189,model_specific
hard_nonfall,151,pickup,1,1,ST1b6_macroF1,ST1b6_beta6p0,0.044759,0.371317,0.000721,model_specific
hard_nonfall,215,run,1,1,ST1_safety,ST1_beta3p0,0.224868,0.935198,0.039809,model_specific
hard_nonfall,229,run,1,1,SA1_macroF1,SA1_sat,0.250926,0.848357,0.048158,model_specific
hard_nonfall,257,run,1,1,ST1_safety,ST1_beta3p0,0.22009,0.948382,0.021819,model_specific
hard_nonfall,307,sit down,1,1,G1_lowFA_s42,G1_hardneg,0.019065,0.14649,6.5e-05,model_specific
hard_nonfall,337,stand up,1,1,SA1_lowFA,SA1_sat,0.210682,0.804199,0.030729,model_specific
hard_nonfall,338,stand up,1,1,BLF_safety,BiLSTM_finetune,0.135472,0.291246,0.046787,model_specific
hard_nonfall,339,stand up,1,1,AFAC_optBminFA,AFAC_optionB,0.15181,0.725895,0.024251,model_specific
hard_nonfall,353,walk,1,1,BLF_maxrec,BiLSTM_finetune,0.115947,0.311255,0.006631,model_specific
hard_nonfall,367,walk,1,1,ST1_macroF1,ST1_beta3p0,0.097708,0.270031,0.015412,model_specific
hard_nonfall,373,walk,1,1,GR1_safety,GR1_gairat,0.180818,0.795958,0.002492,model_specific
hard_nonfall,399,walk,1,1,BLF_maxrec,BiLSTM_finetune,0.061453,0.305562,0.002996,model_specific
hard_nonfall,406,walk,1,1,GR1_macroF1,GR1_gairat,0.124044,0.934059,0.004173,model_specific
hard_nonfall,430,walk,1,1,G1_safety_s44,G1_hardneg,0.220727,0.928448,0.031671,model_specific
