split,sample_id,true_class,model,family,representation,fall_score,predicted_class,above_operating_threshold,operating_threshold_far012,rank_among_nonfalls_desc
val,235,run,ST1_macroF1,ST1_beta3p0,lenet,0.439122,fall,True,0.190872,9
val,235,run,ST1_safety,ST1_beta3p0,lenet,0.52333,fall,True,0.422517,19
val,235,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.324742,fall,True,0.153511,7
val,235,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.500027,fall,True,0.289528,16
val,235,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.477993,fall,True,0.393386,28
val,236,run,GR1_macroF1,GR1_gairat,lenet,0.209025,run,True,0.201419,49
val,236,run,GR1_safety,GR1_gairat,lenet,0.410835,fall,True,0.36618,28
val,236,run,SA1_lowFA,SA1_sat,lenet,0.104934,pickup,True,0.104403,51
val,236,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.179255,run,True,0.153511,40
val,239,run,AFAC_maxscore,AFAC_optionB,lenet,0.225312,run,True,0.200578,45
val,239,run,AFAC_optBminFA,AFAC_optionB,lenet,0.210607,run,True,0.143261,28
val,239,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.303338,fall,True,0.293561,44
val,239,run,BLF_safety,BiLSTM_finetune,bilstm,0.267996,walk,True,0.227623,40
val,239,run,D14B_seed43,D14_pauc_rank,lenet,0.25677,run,True,0.200217,29
val,239,run,D14B_seed44,D14_pauc_rank,lenet,0.245429,run,True,0.191555,29
val,239,run,G1_lowFA_s42,G1_hardneg,lenet,0.247369,run,True,0.144991,24
val,239,run,G1_safety_s44,G1_hardneg,lenet,0.326881,fall,True,0.314376,44
val,239,run,GR1_lowFA,GR1_gairat,lenet,0.259991,run,True,0.187872,33
val,239,run,GR1_macroF1,GR1_gairat,lenet,0.302127,fall,True,0.201419,33
val,239,run,SA1_lowFA,SA1_sat,lenet,0.16775,run,True,0.104403,34
val,239,run,SA1_macroF1,SA1_sat,lenet,0.31643,fall,True,0.259205,42
val,239,run,SA1_safety,SA1_sat,lenet,0.320627,fall,True,0.310699,48
val,239,run,ST1_lowFA,ST1_beta3p0,lenet,0.219552,run,True,0.157616,31
val,239,run,ST1_macroF1,ST1_beta3p0,lenet,0.291082,run,True,0.190872,27
val,239,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.24435,run,True,0.153511,28
val,239,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.316217,run,True,0.289528,49
val,253,run,D14B_seed43,D14_pauc_rank,lenet,0.206194,walk,True,0.200217,49
val,253,run,D14B_seed44,D14_pauc_rank,lenet,0.198818,walk,True,0.191555,50
val,253,run,G1_maxrec_s42,G1_hardneg,lenet,0.308428,fall,True,0.306177,50
val,253,run,ST1_safety,ST1_beta3p0,lenet,0.427354,fall,True,0.422517,51
val,255,run,AFAC_maxscore,AFAC_optionB,lenet,0.230714,fall,True,0.200578,44
val,255,run,AFAC_optBminFA,AFAC_optionB,lenet,0.207,run,True,0.143261,30
val,255,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.331595,fall,True,0.293561,30
val,255,run,BLF_safety,BiLSTM_finetune,bilstm,0.256032,walk,True,0.227623,45
val,255,run,D14B_seed43,D14_pauc_rank,lenet,0.281141,run,True,0.200217,19
val,255,run,D14B_seed44,D14_pauc_rank,lenet,0.274689,run,True,0.191555,21
val,255,run,G1_maxrec_s42,G1_hardneg,lenet,0.353345,fall,True,0.306177,21
val,255,run,G1_safety_s44,G1_hardneg,lenet,0.454518,fall,True,0.314376,16
val,255,run,GR1_lowFA,GR1_gairat,lenet,0.33944,fall,True,0.187872,17
val,255,run,GR1_macroF1,GR1_gairat,lenet,0.417667,fall,True,0.201419,16
val,255,run,GR1_safety,GR1_gairat,lenet,0.405727,fall,True,0.36618,30
val,255,run,SA1_lowFA,SA1_sat,lenet,0.283873,fall,True,0.104403,11
val,255,run,SA1_macroF1,SA1_sat,lenet,0.444101,fall,True,0.259205,11
val,255,run,SA1_safety,SA1_sat,lenet,0.381886,fall,True,0.310699,19
val,255,run,ST1_lowFA,ST1_beta3p0,lenet,0.212315,pickup,True,0.157616,34
val,255,run,ST1_safety,ST1_beta3p0,lenet,0.450289,fall,True,0.422517,40
val,255,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.280836,fall,True,0.153511,19
val,255,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.489715,fall,True,0.289528,18
val,255,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.428124,fall,True,0.393386,44
val,257,run,ST1_safety,ST1_beta3p0,lenet,0.450032,fall,True,0.422517,41
val,258,run,AFAC_optBminFA,AFAC_optionB,lenet,0.156235,run,True,0.143261,44
val,258,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.308654,fall,True,0.293561,40
val,258,run,BLF_safety,BiLSTM_finetune,bilstm,0.276296,walk,True,0.227623,35
val,258,run,G1_lowFA_s42,G1_hardneg,lenet,0.175277,run,True,0.144991,42
val,258,run,GR1_macroF1,GR1_gairat,lenet,0.293899,run,True,0.201419,35
val,258,run,SA1_lowFA,SA1_sat,lenet,0.245401,run,True,0.104403,19
val,258,run,SA1_macroF1,SA1_sat,lenet,0.322186,fall,True,0.259205,39
val,258,run,SA1_safety,SA1_sat,lenet,0.346251,fall,True,0.310699,37
val,258,run,ST1_lowFA,ST1_beta3p0,lenet,0.278752,run,True,0.157616,19
val,258,run,ST1_macroF1,ST1_beta3p0,lenet,0.333613,fall,True,0.190872,20
val,258,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.263337,run,True,0.153511,23
val,258,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.342514,fall,True,0.289528,44
val,259,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.316725,fall,True,0.293561,37
val,259,run,BLF_safety,BiLSTM_finetune,bilstm,0.254642,fall,True,0.227623,46
val,262,run,BLF_safety,BiLSTM_finetune,bilstm,0.230246,walk,True,0.227623,53
val,262,run,SA1_macroF1,SA1_sat,lenet,0.263484,fall,True,0.259205,49
val,264,run,AFAC_maxscore,AFAC_optionB,lenet,0.204771,run,True,0.200578,52
val,264,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.309214,fall,True,0.293561,39
val,264,run,BLF_safety,BiLSTM_finetune,bilstm,0.275729,fall,True,0.227623,36
val,264,run,D14B_seed43,D14_pauc_rank,lenet,0.208312,run,True,0.200217,45
val,264,run,D14B_seed44,D14_pauc_rank,lenet,0.19853,run,True,0.191555,51
val,264,run,G1_lowFA_s42,G1_hardneg,lenet,0.208527,run,True,0.144991,35
val,264,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.160528,run,True,0.153511,46
val,269,run,AFAC_optBminFA,AFAC_optionB,lenet,0.148457,run,True,0.143261,51
val,269,run,D14B_seed44,D14_pauc_rank,lenet,0.194509,run,True,0.191555,52
val,269,run,G1_lowFA_s42,G1_hardneg,lenet,0.157626,pickup,True,0.144991,44
val,269,run,G1_maxrec_s42,G1_hardneg,lenet,0.378841,fall,True,0.306177,13
val,269,run,G1_safety_s44,G1_hardneg,lenet,0.380686,fall,True,0.314376,34
val,269,run,GR1_lowFA,GR1_gairat,lenet,0.243354,walk,True,0.187872,39
val,269,run,GR1_macroF1,GR1_gairat,lenet,0.318334,fall,True,0.201419,29
val,269,run,GR1_safety,GR1_gairat,lenet,0.408178,fall,True,0.36618,29
val,269,run,SA1_macroF1,SA1_sat,lenet,0.360326,fall,True,0.259205,23
val,269,run,SA1_safety,SA1_sat,lenet,0.351777,fall,True,0.310699,33
val,269,run,ST1_lowFA,ST1_beta3p0,lenet,0.204468,fall,True,0.157616,36
val,269,run,ST1_macroF1,ST1_beta3p0,lenet,0.321491,fall,True,0.190872,21
val,269,run,ST1_safety,ST1_beta3p0,lenet,0.440489,fall,True,0.422517,48
val,269,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.19638,run,True,0.153511,37
val,269,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.375722,fall,True,0.289528,36
val,269,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.446477,fall,True,0.393386,38
val,270,run,AFAC_optBminFA,AFAC_optionB,lenet,0.14825,run,True,0.143261,52
val,270,run,G1_maxrec_s42,G1_hardneg,lenet,0.351688,fall,True,0.306177,23
val,270,run,G1_safety_s44,G1_hardneg,lenet,0.417278,fall,True,0.314376,23
val,270,run,GR1_lowFA,GR1_gairat,lenet,0.26825,run,True,0.187872,30
val,270,run,GR1_macroF1,GR1_gairat,lenet,0.28314,fall,True,0.201419,36
val,270,run,GR1_safety,GR1_gairat,lenet,0.400165,fall,True,0.36618,31
val,270,run,SA1_macroF1,SA1_sat,lenet,0.343958,fall,True,0.259205,29
val,270,run,SA1_safety,SA1_sat,lenet,0.326869,fall,True,0.310699,46
val,270,run,ST1_lowFA,ST1_beta3p0,lenet,0.158232,lie down,True,0.157616,48
val,270,run,ST1_macroF1,ST1_beta3p0,lenet,0.194167,pickup,True,0.190872,52
val,272,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.349394,fall,True,0.293561,23
val,272,run,BLF_safety,BiLSTM_finetune,bilstm,0.284772,fall,True,0.227623,28
val,272,run,G1_maxrec_s42,G1_hardneg,lenet,0.339157,fall,True,0.306177,35
val,272,run,G1_safety_s44,G1_hardneg,lenet,0.314685,fall,True,0.314376,53
val,272,run,GR1_lowFA,GR1_gairat,lenet,0.234088,run,True,0.187872,43
val,272,run,SA1_lowFA,SA1_sat,lenet,0.165676,pickup,True,0.104403,35
val,272,run,SA1_macroF1,SA1_sat,lenet,0.319008,fall,True,0.259205,41
val,272,run,SA1_safety,SA1_sat,lenet,0.36066,fall,True,0.310699,30
val,272,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.174002,run,True,0.153511,41
val,273,run,BLF_safety,BiLSTM_finetune,bilstm,0.250079,run,True,0.227623,47
val,273,run,G1_maxrec_s42,G1_hardneg,lenet,0.310891,fall,True,0.306177,48
val,273,run,GR1_macroF1,GR1_gairat,lenet,0.238922,run,True,0.201419,41
val,273,run,SA1_lowFA,SA1_sat,lenet,0.182309,run,True,0.104403,29
val,273,run,SA1_macroF1,SA1_sat,lenet,0.325635,fall,True,0.259205,37
val,273,run,SA1_safety,SA1_sat,lenet,0.327975,fall,True,0.310699,45
val,273,run,ST1_lowFA,ST1_beta3p0,lenet,0.189909,run,True,0.157616,39
val,273,run,ST1_macroF1,ST1_beta3p0,lenet,0.222969,run,True,0.190872,46
val,273,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.153695,run,True,0.153511,47
val,273,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.307402,fall,True,0.289528,51
val,276,run,AFAC_maxscore,AFAC_optionB,lenet,0.210332,walk,True,0.200578,50
val,276,run,D14B_seed44,D14_pauc_rank,lenet,0.206927,run,True,0.191555,44
val,276,run,G1_maxrec_s42,G1_hardneg,lenet,0.320096,fall,True,0.306177,43
val,276,run,GR1_lowFA,GR1_gairat,lenet,0.265573,walk,True,0.187872,32
val,276,run,GR1_safety,GR1_gairat,lenet,0.391049,fall,True,0.36618,37
val,276,run,SA1_lowFA,SA1_sat,lenet,0.107231,pickup,True,0.104403,50
val,276,run,SA1_macroF1,SA1_sat,lenet,0.327685,fall,True,0.259205,35
val,276,run,SA1_safety,SA1_sat,lenet,0.320352,fall,True,0.310699,49
val,276,run,ST1_safety,ST1_beta3p0,lenet,0.448534,fall,True,0.422517,43
val,276,run,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.196612,run,True,0.153511,36
val,276,run,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.411508,fall,True,0.289528,28
val,276,run,ST1b6_safety,ST1b6_beta6p0,lenet,0.395409,fall,True,0.393386,51
val,277,run,BLF_maxrec,BiLSTM_finetune,bilstm,0.293654,fall,True,0.293561,51
val,277,run,G1_lowFA_s42,G1_hardneg,lenet,0.147702,run,True,0.144991,46
val,277,run,G1_maxrec_s42,G1_hardneg,lenet,0.311334,fall,True,0.306177,47
val,307,sit down,G1_lowFA_s42,G1_hardneg,lenet,0.14649,stand up,True,0.144991,47
val,315,sit down,AFAC_optBminFA,AFAC_optionB,lenet,0.148641,stand up,True,0.143261,49
val,315,sit down,BLF_maxrec,BiLSTM_finetune,bilstm,0.481256,fall,True,0.293561,3
val,315,sit down,BLF_safety,BiLSTM_finetune,bilstm,0.279996,stand up,True,0.227623,32
val,315,sit down,GR1_macroF1,GR1_gairat,lenet,0.208083,walk,True,0.201419,50
val,315,sit down,SA1_lowFA,SA1_sat,lenet,0.157523,lie down,True,0.104403,37
val,315,sit down,SA1_safety,SA1_sat,lenet,0.310737,fall,True,0.310699,54
val,318,sit down,AFAC_maxscore,AFAC_optionB,lenet,0.377016,fall,True,0.200578,7
val,318,sit down,D14B_seed43,D14_pauc_rank,lenet,0.265593,fall,True,0.200217,24
val,318,sit down,D14B_seed44,D14_pauc_rank,lenet,0.27643,fall,True,0.191555,20
val,318,sit down,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.372131,fall,True,0.289528,39
val,318,sit down,ST1b6_safety,ST1b6_beta6p0,lenet,0.641573,fall,True,0.393386,17
val,321,stand up,AFAC_optBminFA,AFAC_optionB,lenet,0.14848,run,True,0.143261,50
val,321,stand up,G1_lowFA_s42,G1_hardneg,lenet,0.194503,pickup,True,0.144991,40
val,321,stand up,G1_maxrec_s42,G1_hardneg,lenet,0.306276,fall,True,0.306177,51
val,321,stand up,G1_safety_s44,G1_hardneg,lenet,0.318942,fall,True,0.314376,49
val,321,stand up,SA1_lowFA,SA1_sat,lenet,0.131664,run,True,0.104403,44
val,321,stand up,ST1_lowFA,ST1_beta3p0,lenet,0.184287,walk,True,0.157616,40
val,321,stand up,ST1_macroF1,ST1_beta3p0,lenet,0.218308,walk,True,0.190872,47
val,325,stand up,AFAC_maxscore,AFAC_optionB,lenet,0.230914,fall,True,0.200578,43
val,325,stand up,AFAC_optBminFA,AFAC_optionB,lenet,0.239749,fall,True,0.143261,23
val,325,stand up,D14B_seed43,D14_pauc_rank,lenet,0.210849,run,True,0.200217,44
val,325,stand up,D14B_seed44,D14_pauc_rank,lenet,0.202249,run,True,0.191555,47
val,325,stand up,G1_lowFA_s42,G1_hardneg,lenet,0.265908,fall,True,0.144991,19
val,325,stand up,G1_maxrec_s42,G1_hardneg,lenet,0.328111,fall,True,0.306177,40
val,325,stand up,G1_safety_s44,G1_hardneg,lenet,0.350917,fall,True,0.314376,39
val,325,stand up,SA1_lowFA,SA1_sat,lenet,0.186881,run,True,0.104403,26
val,325,stand up,SA1_macroF1,SA1_sat,lenet,0.299343,fall,True,0.259205,46
val,325,stand up,ST1_lowFA,ST1_beta3p0,lenet,0.229993,fall,True,0.157616,26
val,325,stand up,ST1_macroF1,ST1_beta3p0,lenet,0.277378,fall,True,0.190872,30
val,325,stand up,ST1_safety,ST1_beta3p0,lenet,0.448543,fall,True,0.422517,42
val,327,stand up,AFAC_optBminFA,AFAC_optionB,lenet,0.150922,stand up,True,0.143261,48
val,327,stand up,GR1_macroF1,GR1_gairat,lenet,0.207963,fall,True,0.201419,51
val,327,stand up,SA1_lowFA,SA1_sat,lenet,0.177231,lie down,True,0.104403,31
val,327,stand up,ST1_lowFA,ST1_beta3p0,lenet,0.217016,walk,True,0.157616,33
val,327,stand up,ST1_macroF1,ST1_beta3p0,lenet,0.290919,fall,True,0.190872,28
val,327,stand up,ST1_safety,ST1_beta3p0,lenet,0.441518,fall,True,0.422517,47
val,330,stand up,G1_maxrec_s42,G1_hardneg,lenet,0.359971,fall,True,0.306177,17
val,330,stand up,ST1_safety,ST1_beta3p0,lenet,0.517519,fall,True,0.422517,22
val,330,stand up,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.37261,walk,True,0.289528,38
val,330,stand up,ST1b6_safety,ST1b6_beta6p0,lenet,0.552277,fall,True,0.393386,21
val,332,stand up,AFAC_maxscore,AFAC_optionB,lenet,0.238003,fall,True,0.200578,39
val,332,stand up,AFAC_optBminFA,AFAC_optionB,lenet,0.264081,fall,True,0.143261,14
val,332,stand up,D14B_seed43,D14_pauc_rank,lenet,0.206736,fall,True,0.200217,47
val,332,stand up,D14B_seed44,D14_pauc_rank,lenet,0.202593,fall,True,0.191555,46
val,332,stand up,G1_lowFA_s42,G1_hardneg,lenet,0.256108,fall,True,0.144991,22
val,332,stand up,G1_maxrec_s42,G1_hardneg,lenet,0.31644,fall,True,0.306177,44
val,332,stand up,G1_safety_s44,G1_hardneg,lenet,0.345223,fall,True,0.314376,40
val,332,stand up,GR1_lowFA,GR1_gairat,lenet,0.234329,fall,True,0.187872,42
val,332,stand up,GR1_macroF1,GR1_gairat,lenet,0.322762,fall,True,0.201419,25
val,332,stand up,SA1_lowFA,SA1_sat,lenet,0.199113,walk,True,0.104403,25
val,332,stand up,SA1_macroF1,SA1_sat,lenet,0.339572,fall,True,0.259205,32
val,332,stand up,SA1_safety,SA1_sat,lenet,0.371012,fall,True,0.310699,25
val,332,stand up,ST1_lowFA,ST1_beta3p0,lenet,0.16776,walk,True,0.157616,45
val,332,stand up,ST1_macroF1,ST1_beta3p0,lenet,0.240739,walk,True,0.190872,42
val,332,stand up,ST1_safety,ST1_beta3p0,lenet,0.468533,fall,True,0.422517,35
val,332,stand up,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.189852,run,True,0.153511,39
val,332,stand up,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.385368,fall,True,0.289528,33
val,332,stand up,ST1b6_safety,ST1b6_beta6p0,lenet,0.404709,fall,True,0.393386,49
val,335,stand up,AFAC_maxscore,AFAC_optionB,lenet,0.250523,fall,True,0.200578,34
val,335,stand up,D14B_seed43,D14_pauc_rank,lenet,0.206356,fall,True,0.200217,48
val,335,stand up,D14B_seed44,D14_pauc_rank,lenet,0.201413,fall,True,0.191555,48
val,335,stand up,G1_lowFA_s42,G1_hardneg,lenet,0.196932,lie down,True,0.144991,38
val,335,stand up,G1_safety_s44,G1_hardneg,lenet,0.324982,fall,True,0.314376,46
val,335,stand up,SA1_macroF1,SA1_sat,lenet,0.383091,fall,True,0.259205,19
val,335,stand up,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.344526,fall,True,0.153511,5
val,335,stand up,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.541376,fall,True,0.289528,12
val,335,stand up,ST1b6_safety,ST1b6_beta6p0,lenet,0.633736,fall,True,0.393386,18
val,337,stand up,SA1_lowFA,SA1_sat,lenet,0.130199,walk,True,0.104403,45
val,338,stand up,BLF_safety,BiLSTM_finetune,bilstm,0.27278,run,True,0.227623,38
val,339,stand up,AFAC_optBminFA,AFAC_optionB,lenet,0.153186,stand up,True,0.143261,46
val,343,stand up,AFAC_maxscore,AFAC_optionB,lenet,0.275991,fall,True,0.200578,27
val,343,stand up,AFAC_optBminFA,AFAC_optionB,lenet,0.25257,fall,True,0.143261,17
val,343,stand up,D14B_seed43,D14_pauc_rank,lenet,0.260606,fall,True,0.200217,27
val,343,stand up,D14B_seed44,D14_pauc_rank,lenet,0.256454,fall,True,0.191555,28
val,343,stand up,G1_lowFA_s42,G1_hardneg,lenet,0.27215,fall,True,0.144991,17
val,343,stand up,G1_maxrec_s42,G1_hardneg,lenet,0.34119,fall,True,0.306177,33
val,343,stand up,GR1_lowFA,GR1_gairat,lenet,0.242156,fall,True,0.187872,40
val,343,stand up,GR1_macroF1,GR1_gairat,lenet,0.242891,fall,True,0.201419,40
val,343,stand up,SA1_lowFA,SA1_sat,lenet,0.244606,fall,True,0.104403,20
val,343,stand up,SA1_macroF1,SA1_sat,lenet,0.300631,fall,True,0.259205,45
val,343,stand up,SA1_safety,SA1_sat,lenet,0.376123,fall,True,0.310699,23
val,343,stand up,ST1_lowFA,ST1_beta3p0,lenet,0.259218,fall,True,0.157616,22
val,343,stand up,ST1_macroF1,ST1_beta3p0,lenet,0.267537,fall,True,0.190872,33
val,343,stand up,ST1_safety,ST1_beta3p0,lenet,0.500002,fall,True,0.422517,30
val,343,stand up,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.25927,fall,True,0.153511,24
val,343,stand up,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.38087,fall,True,0.289528,34
val,343,stand up,ST1b6_safety,ST1b6_beta6p0,lenet,0.440176,fall,True,0.393386,40
val,346,stand up,SA1_lowFA,SA1_sat,lenet,0.145636,run,True,0.104403,39
val,346,stand up,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.303005,fall,True,0.289528,53
val,348,stand up,AFAC_maxscore,AFAC_optionB,lenet,0.214308,fall,True,0.200578,48
val,348,stand up,AFAC_optBminFA,AFAC_optionB,lenet,0.208635,fall,True,0.143261,29
val,348,stand up,D14B_seed43,D14_pauc_rank,lenet,0.216208,run,True,0.200217,42
val,348,stand up,D14B_seed44,D14_pauc_rank,lenet,0.206792,run,True,0.191555,45
val,348,stand up,G1_lowFA_s42,G1_hardneg,lenet,0.20348,pickup,True,0.144991,36
val,348,stand up,G1_maxrec_s42,G1_hardneg,lenet,0.35677,fall,True,0.306177,19
val,348,stand up,ST1_lowFA,ST1_beta3p0,lenet,0.168532,walk,True,0.157616,44
val,348,stand up,ST1_macroF1,ST1_beta3p0,lenet,0.263821,fall,True,0.190872,34
val,348,stand up,ST1_safety,ST1_beta3p0,lenet,0.443794,fall,True,0.422517,46
val,348,stand up,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.163199,run,True,0.153511,44
val,348,stand up,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.367175,fall,True,0.289528,40
val,350,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.310825,fall,True,0.293561,38
val,350,walk,BLF_safety,BiLSTM_finetune,bilstm,0.278767,fall,True,0.227623,33
val,353,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.294295,run,True,0.293561,50
val,360,walk,AFAC_maxscore,AFAC_optionB,lenet,0.234196,fall,True,0.200578,42
val,360,walk,AFAC_optBminFA,AFAC_optionB,lenet,0.201624,fall,True,0.143261,35
val,360,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.510048,fall,True,0.293561,2
val,360,walk,BLF_safety,BiLSTM_finetune,bilstm,0.369268,fall,True,0.227623,5
val,360,walk,D14B_seed44,D14_pauc_rank,lenet,0.198862,fall,True,0.191555,49
val,360,walk,G1_lowFA_s42,G1_hardneg,lenet,0.225861,fall,True,0.144991,31
val,360,walk,G1_safety_s44,G1_hardneg,lenet,0.358662,fall,True,0.314376,38
val,360,walk,SA1_lowFA,SA1_sat,lenet,0.16915,sit down,True,0.104403,32
val,360,walk,SA1_safety,SA1_sat,lenet,0.343456,fall,True,0.310699,38
val,360,walk,ST1_lowFA,ST1_beta3p0,lenet,0.2283,fall,True,0.157616,27
val,360,walk,ST1_macroF1,ST1_beta3p0,lenet,0.248041,stand up,True,0.190872,39
val,360,walk,ST1_safety,ST1_beta3p0,lenet,0.537465,fall,True,0.422517,14
val,360,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.190908,stand up,True,0.153511,38
val,367,walk,ST1_macroF1,ST1_beta3p0,lenet,0.270031,walk,True,0.190872,31
val,368,walk,AFAC_maxscore,AFAC_optionB,lenet,0.520654,fall,True,0.200578,2
val,368,walk,AFAC_optBminFA,AFAC_optionB,lenet,0.202707,fall,True,0.143261,33
val,368,walk,D14B_seed43,D14_pauc_rank,lenet,0.404205,fall,True,0.200217,3
val,368,walk,D14B_seed44,D14_pauc_rank,lenet,0.36439,fall,True,0.191555,3
val,368,walk,G1_lowFA_s42,G1_hardneg,lenet,0.40665,fall,True,0.144991,1
val,368,walk,G1_maxrec_s42,G1_hardneg,lenet,0.649955,fall,True,0.306177,4
val,368,walk,G1_safety_s44,G1_hardneg,lenet,0.722797,fall,True,0.314376,4
val,368,walk,GR1_lowFA,GR1_gairat,lenet,0.547339,fall,True,0.187872,5
val,368,walk,GR1_macroF1,GR1_gairat,lenet,0.4974,fall,True,0.201419,8
val,368,walk,GR1_safety,GR1_gairat,lenet,0.847413,fall,True,0.36618,2
val,368,walk,SA1_macroF1,SA1_sat,lenet,0.428287,fall,True,0.259205,13
val,368,walk,SA1_safety,SA1_sat,lenet,0.467203,fall,True,0.310699,7
val,368,walk,ST1_lowFA,ST1_beta3p0,lenet,0.479024,fall,True,0.157616,4
val,368,walk,ST1_macroF1,ST1_beta3p0,lenet,0.254847,walk,True,0.190872,36
val,368,walk,ST1_safety,ST1_beta3p0,lenet,0.854023,fall,True,0.422517,2
val,368,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.300308,walk,True,0.153511,13
val,368,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.762308,fall,True,0.289528,6
val,368,walk,ST1b6_safety,ST1b6_beta6p0,lenet,0.919191,fall,True,0.393386,2
val,373,walk,GR1_safety,GR1_gairat,lenet,0.390733,fall,True,0.36618,38
val,375,walk,AFAC_maxscore,AFAC_optionB,lenet,0.254649,fall,True,0.200578,32
val,375,walk,AFAC_optBminFA,AFAC_optionB,lenet,0.173126,fall,True,0.143261,41
val,375,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.412932,fall,True,0.293561,5
val,375,walk,BLF_safety,BiLSTM_finetune,bilstm,0.290803,fall,True,0.227623,22
val,375,walk,D14B_seed43,D14_pauc_rank,lenet,0.229059,fall,True,0.200217,37
val,375,walk,D14B_seed44,D14_pauc_rank,lenet,0.224147,fall,True,0.191555,37
val,375,walk,G1_lowFA_s42,G1_hardneg,lenet,0.156399,run,True,0.144991,45
val,375,walk,G1_maxrec_s42,G1_hardneg,lenet,0.378473,fall,True,0.306177,14
val,375,walk,G1_safety_s44,G1_hardneg,lenet,0.433838,fall,True,0.314376,22
val,375,walk,GR1_macroF1,GR1_gairat,lenet,0.207538,walk,True,0.201419,52
val,375,walk,GR1_safety,GR1_gairat,lenet,0.366338,fall,True,0.36618,48
val,375,walk,SA1_lowFA,SA1_sat,lenet,0.168861,walk,True,0.104403,33
val,375,walk,SA1_macroF1,SA1_sat,lenet,0.324858,fall,True,0.259205,38
val,375,walk,SA1_safety,SA1_sat,lenet,0.335964,fall,True,0.310699,41
val,375,walk,ST1_macroF1,ST1_beta3p0,lenet,0.296177,fall,True,0.190872,24
val,375,walk,ST1_safety,ST1_beta3p0,lenet,0.447668,fall,True,0.422517,44
val,375,walk,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.230922,fall,True,0.153511,31
val,375,walk,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.32825,fall,True,0.289528,48
val,375,walk,ST1b6_safety,ST1b6_beta6p0,lenet,0.422736,fall,True,0.393386,46
val,377,walk,GR1_safety,GR1_gairat,lenet,0.399397,fall,True,0.36618,32
val,377,walk,ST1_macroF1,ST1_beta3p0,lenet,0.193661,walk,True,0.190872,53
val,399,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.305562,run,True,0.293561,42
val,400,walk,BLF_maxrec,BiLSTM_finetune,bilstm,0.296882,run,True,0.293561,49
val,400,walk,GR1_safety,GR1_gairat,lenet,0.468061,fall,True,0.36618,17
val,401,walk,ST1_safety,ST1_beta3p0,lenet,0.462847,fall,True,0.422517,37
val,401,walk,ST1b6_safety,ST1b6_beta6p0,lenet,0.463026,fall,True,0.393386,33
val,406,walk,GR1_macroF1,GR1_gairat,lenet,0.205654,walk,True,0.201419,53
val,412,walk,BLF_safety,BiLSTM_finetune,bilstm,0.247296,sit down,True,0.227623,49
val,412,walk,GR1_lowFA,GR1_gairat,lenet,0.306083,fall,True,0.187872,23
val,412,walk,GR1_macroF1,GR1_gairat,lenet,0.234497,stand up,True,0.201419,43
